,Timestamp,complete_assignments,work_hard,like_stats,feel_insecure,how_i_think,formulas,worthless,complicated_subject,training,more_employable,have_idea,communicate_ideas,not_useful,plan_to_study,get_frustrated,statistical_thinking,in_everyday_life,under_stress,enjoy_class,interested_using,conclusions_rarely_presented,quickly_learned,interested_understanding,great_discipline,no_application,make_errors,attend_class,scared_by_stats,interested_learning,massive_computations,i_can_learn,i_will_understand,irrelevant for life,highly_technical,difficult_to_understand,learn_new_thinking,do_well_in_math,good_at_math,stats_in_the_field,confident_in_mastery,is_stats_required,likely_to_choose_stats_course,major,overall_gpa,major_gpa,overall_credits,credits_this_semester,HS_completed,college_completed,degree,expected_grade,class_section,gender,citizenship,age,year_in_school,work_hours,wake_up,exercise_hours,tv_hours,social_hours,sleep_hours,first_time,political,race_ethnic,current_semester,class_format,use_tutor,can_calculate_major_gpa,know_excel,know_spss,learn_spss_excel,beneficial_to_know,why_beneficial,EMPLID3,HS_completed2
318,2016-02-03 21:32:25,7,7,5,5,6,4,3,4,1,4,1,3,2,7,4,3,1,5,3,3,5,2,4,7,4,5,7,7,5,4,5,5,4,4,4,4,2,2,3,2,Yes,1,Education,2.69,3.2,80,13.0,4.0,2.0,B.A.,B,Psy 215 Section: kl3,Female,US citizen,22,Upper Junior,0.0,7:00,0.0,2,2,99,No,Other,Asian,Spring 2016,Large lecture class (more than 40 people),Don't know,No,4.0,3.0,I want to learn both,Yes,It can be helpful in the future.,,4.0
319,2016-02-03 21:39:08,7,7,7,1,1,7,1,1,7,5,1,3,1,7,6,1,4,2,7,7,2,2,6,5,1,1,7,1,7,1,7,7,1,1,1,1,7,7,7,5,No,7,Medicine/Pre-Medicine,3.2,3.2,55,16.0,4.0,1.0,B.S.,A+,PSY 21500 KL,Female,US citizen,19,Upper Sophomore,12.0,7,3.0,16,11,49,Yes,Independent,White,Spring 2016,Large lecture class (more than 40 people),Don't know,No,4.0,3.0,I already know both,Yes,,,4.0
320,2016-02-03 21:53:17,7,7,4,1,1,6,1,1,5,7,1,7,1,7,1,4,4,1,6,7,1,1,1,1,1,1,5,1,7,1,7,7,1,1,1,1,5,5,5,5,Yes,1,Psychology,3.0,3.0,64,13.0,4.0,3.0,B.A.,A,PSY 21500-KL2 LEC (36645) Tu 8:50AM - 10:50AM Marshak 117 Th 10:00AM - 12:00PM Shepard 105,Male,US citizen,20,Upper Sophomore,25.0,5:30,3.0,15,20,42,No,Other,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,Yes,3.0,4.0,I want to learn both,Yes,They are qualities that are very marketable when you are applying for jobs. ,,4.0
321,2016-02-03 22:01:21,7,7,5,5,5,6,1,4,7,4,4,4,1,7,1,1,1,3,4,4,2,1,5,7,1,4,7,5,6,7,7,7,1,7,5,4,4,5,4,3,Yes,2,Psychology,2.5,3.2,101,13.0,4.0,3.0,B.S.,B-,psy 215 section KL2,Male,Other,27,Lower Senior,28.0,7am,,4,1-2,31,Yes,Democrat,Black (not Latino/Hispanic),Spring 2016,Large lecture class (more than 40 people),Don't know,Yes,3.0,1.0,I want to learn both,Yes,Never know when you can need it.,,4.0
322,2016-02-03 23:09:19,7,7,5,2,2,4,2,4,4,6,1,5,1,7,2,2,5,4,5,5,4,4,5,5,5,2,7,1,5,4,7,6,3,4,4,5,5,5,5,5,Don't know,5,Psychology,3.0,3.2,i believe 82,17.0,4.0,3.0,B.S.,A,psych 215 section KL2 36645,Male,US citizen,20,Upper Junior,20.0,9,20.0,5,3,50,Yes,Democrat,Other,Spring 2016,Large lecture class (more than 40 people),No,No,3.0,1.0,I want to learn both,Yes,future technology,,4.0
323,2016-02-03 23:19:52,7,7,7,1,1,7,1,2,7,7,1,7,1,7,1,1,7,1,7,7,1,2,7,6,1,1,7,2,7,1,7,7,1,3,1,6,6,7,7,5,Yes,7,Psychology,1.6,3.35,12,13.0,3.0,0.0,B.S.,A+,PSY 21500 KL [36644],Male,US citizen,18,Upper Freshman,0.0,7,7.0,4,7,61,No,Democrat,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),No,Yes,2.0,1.0,I want to learn both,Yes,These are tools for organizing and communicating information and thus are important for my success.,,3.0
324,2016-02-03 23:35:53,7,7,4,1,4,1,7,1,1,7,4,4,4,7,4,4,4,4,4,4,7,1,4,4,1,1,7,1,4,4,4,4,1,1,4,1,1,1,5,3,Yes,1,Sociology/Social Work,2.2,2.9,117,4.0,3.0,0.0,B.A.,C,PSY 21500-KL 36644,Female,US citizen,40,Upper Senior,40.0,6:00,1.0,4,0,50,Yes,Democrat,Black (not Latino/Hispanic),Spring 2015,Large lecture class (more than 40 people),Yes,No,3.0,1.0,I want to learn both,Yes,Knowledge to self ,,3.0
325,2016-02-03 23:50:59,7,7,6,1,2,6,1,1,1,4,3,4,4,7,3,3,2,2,5,4,2,3,4,4,4,4,7,1,5,4,7,7,6,5,2,2,3,3,3,5,Yes,1,Psychology,2.396,2.9,53,11.0,4.0,3.0,B.A.,A-,21500 KL3,Male,US citizen,20,Upper Sophomore,5.0,10:30,1.0,0,Varies,49-56,Yes,Other,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Don't know,Yes,4.0,2.0,I do not wish to learn either,Yes,Some businesses use them frequently,,4.0
326,2016-02-04 01:36:54,7,7,5,4,4,4,1,4,6,7,2,6,1,7,4,1,2,4,6,5,4,3,5,6,1,5,7,5,6,4,5,4,2,4,5,5,2,3,5,4,Yes,4,Psychology,2.954,2.65,30,14.0,4.0,0.0,B.A.,A,Class: PSY 215 / Section: KL,Male,US citizen,19,Lower Sophomore,4.0,7am,4.0,1,4,42,Yes,Other,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,No,4.0,1.0,I want to learn both,Yes,Because it further one's knowledge and can be used in the workplace.   ,,4.0
327,2016-02-04 02:44:05,7,7,5,5,2,5,3,3,5,5,2,5,1,7,3,2,3,5,6,6,1,3,5,7,1,5,7,6,6,5,6,5,2,6,5,4,4,5,5,5,Yes,3,Psychology,2.4,2.0,54,7.0,2.0,1.0,B.S.,B,PSY 21500-KL3 ,Female,US citizen,28,Upper Junior,35.0,6,2.0,5,1,38,Yes,Democrat,Asian,Spring 2016,Large lecture class (more than 40 people),Yes,No,3.0,1.0,I want to learn both,Yes,to see data more easily,,2.0
328,2016-02-04 05:44:39,7,7,4,7,5,4,1,5,6,6,5,2,1,7,5,3,1,7,3,6,4,3,6,7,1,5,6,5,5,5,7,7,4,6,5,3,7,6,7,5,Yes,2,Medicine/Pre-Medicine,3.342,3.2,66,17.0,5.0,4.0,B.S.,A,Psych 21500 (Prof. Barrett) - KL2,Female,US citizen,20,Upper Junior,0.0,4 a.m.,0.0,6,0,i don't track that,Yes,Democrat,Black (not Latino/Hispanic),Spring 2016,Large lecture class (more than 40 people),Yes,No,2.0,1.0,I want to learn both,Yes,"Well, Excel is used practically everywhere and employers always ask if applicants know how to use MS Office. I honestly have no idea what SPSS is, so I would like to know.",,5.0
329,2016-02-04 08:15:09,7,7,6,2,2,2,5,5,6,5,1,6,5,7,5,2,3,5,6,6,4,4,5,6,4,2,7,5,6,3,6,6,4,3,2,2,6,5,3,4,Yes,2,Psychology,3.2,3.0,65,15.0,3.0,3.0,B.S.,A,KL,Female,US citizen,20,Upper Junior,0.0,6:30,8.0,7,4,41,Yes,Independent,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,No,2.0,1.0,I do not wish to learn either,Yes,Need it for other classes.,,3.0
330,2016-02-04 08:49:33,6,7,4,4,4,4,1,6,7,5,1,6,1,6,5,1,1,6,4,5,2,1,6,5,2,5,5,5,5,3,6,5,2,3,4,3,1,1,4,3,Yes,4,Biology,3.0,2.7,73,10.0,3.0,2.0,B.A.,B-,PSY-21500-KL,Male,US citizen,29,Lower Junior,40.0,7am,3.0,6,0,42,Yes,Democrat,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Don't know,No,3.0,1.0,I know Excel but I want to learn SPSS,Yes,Help to organize data more easily.,,3.0
331,2016-02-04 08:51:20,7,7,5,4,1,2,1,3,4,5,1,4,1,7,1,2,2,4,4,4,4,2,5,5,2,3,7,3,5,4,6,6,2,4,4,3,5,5,5,4,Yes,1,Psychology,1.8,0.0,68,12.0,2.0,1.0,B.A.,A,PSY 21500-KL LEC (36644),Female,US citizen,26,Lower Junior,15.0,6am,0.0,2,0,42,Yes,Democrat,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Don't know,No,2.0,1.0,I want to learn both,Yes,Many companies use Excel to collect Data on their spreadsheets,,2.0
332,2016-02-04 09:11:37,7,7,7,6,2,4,1,5,5,6,3,5,1,7,3,4,4,4,7,5,1,5,7,7,3,4,7,4,6,3,7,7,2,4,1,4,6,5,4,5,No,5,Biology,2.9,3.2,95,16.0,4.0,2.0,B.S.,A+,Psy 215-KL3,Female,US citizen,20,Upper Senior,6.0,6am,5.0,0,6,50,Yes,Democrat,White,Spring 2016,Large lecture class (more than 40 people),Yes,No,4.0,1.0,I know Excel but I want to learn SPSS,Yes,For a Future Job? ,,4.0
333,2016-02-04 10:15:31,7,7,7,1,1,5,1,1,5,7,1,7,1,7,3,1,7,3,7,7,1,7,7,7,1,1,7,1,7,3,7,7,1,4,1,1,7,7,7,5,Yes,7,Other,2.9,2.9,36,16.0,4.0,1.0,B.A.,A,KL2,Female,US citizen,19,Upper Sophomore,12.0,6 am,5.0,6,6,6,No,Democrat,Other,Spring 2016,Large lecture class (more than 40 people),Don't know,Yes,5.0,1.0,I know Excel but I want to learn SPSS,Yes,Organizing data ,,4.0
334,2016-02-04 10:16:04,7,7,5,5,2,4,1,4,7,7,2,7,2,7,2,2,5,4,6,7,1,3,7,5,1,3,7,3,7,2,7,7,1,2,3,4,5,5,5,4,Yes,6,Psychology,3.7,3.2,51,17.0,0.0,1.0,B.A.,A,21500 - KL2,Male,US citizen,18,Upper Freshman,0.0,7am,,5 hours ,24,56,Yes,Democrat,White,Spring 2016,Large lecture class (more than 40 people),Yes,No,3.0,1.0,I want to learn both,Yes,"For future job positions, many employers require a knowledge of these platforms",,0.0
335,2016-02-04 11:39:26,7,7,7,5,5,5,2,7,2,2,2,2,3,7,3,5,3,3,3,3,4,4,6,6,2,4,7,7,7,4,4,4,5,3,7,6,2,2,4,5,Yes,1,Psychology,1.8,3.2,137,7.0,2.0,2.0,B.A.,A,psychology 21500 section Kl2,Female,US citizen,46,Upper Senior,20.0,6am,,7hours,five hours,30,Yes,Democrat,Latino/Hispanic,Spring 2015,Large lecture class (more than 40 people),Yes,No,4.0,1.0,I want to learn both,Yes,make it easier to learn,,2.0
336,2016-02-04 13:31:31,7,7,4,4,2,4,1,4,6,6,1,7,4,7,1,1,7,4,4,7,1,4,7,7,1,4,7,1,7,4,7,7,1,4,4,4,5,4,7,5,Yes,7,Psychology,3.5,3.2,95,10.0,4.0,2.0,B.A.,A,PSY 21500-KL2,Female,US citizen,24,Lower Junior,20.0,7:30am,,Five,Five,28,Yes,Independent,Other,Spring 2016,Large lecture class (more than 40 people),Yes,No,1.0,1.0,I want to learn both,Yes,Many professions want employees with some knowledge of Excel.,,4.0
337,2016-02-04 15:16:21,7,7,5,5,5,4,1,5,7,7,2,7,2,7,5,2,2,6,4,6,3,3,7,7,1,3,7,5,7,4,7,6,1,4,5,4,3,4,7,4,Yes,4,Psychology,3.55,3.55,24,10.0,4.0,2.0,M.A.,B+,Psy 21500 Section KL,Female,US citizen,23,Master's Level,20.0,7:30-8:30,4.0,8-10,~10,54+,No,Democrat,White,Spring 2016,Large lecture class (more than 40 people),Yes,Yes,4.0,3.0,I know Excel but I want to learn SPSS,Yes,It's helpful for statistical analyses. ,,4.0
338,2016-02-04 18:14:22,7,7,7,2,2,7,1,3,5,5,1,7,1,7,1,3,5,4,7,7,3,7,7,7,3,1,7,1,7,3,7,7,7,4,1,1,7,7,4,5,Yes,4,Psychology,2.0,3.2,70,19.0,4.0,5.0,B.S.,A+,21500 KL3,Female,US citizen,22,Lower Senior,0.0,8:00am ,,5 hours ,5 hours ,45 hours ,No,Independent,Black (not Latino/Hispanic),Spring 2016,Large lecture class (more than 40 people),Don't know,Yes,4.0,1.0,I know Excel but I want to learn SPSS,Yes,,,4.0
339,2016-02-04 19:32:20,7,7,5,4,4,1,1,7,4,4,1,6,4,7,4,1,4,7,1,7,4,1,7,7,1,1,7,7,7,4,5,5,1,4,4,4,5,4,5,1,Yes,1,Psychology,2.276,3.5,96,9.0,4.0,2.0,B.A.,A,215 Section KL,Female,Other,38,Upper Senior,20.0,6am,,none,none,25-35 hrs,No,Democrat,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,Yes,1.0,1.0,I want to learn both,Yes,WOULD HELP ME TO UNDRESTAND AND APPLY STATISTICS CORRECTLY,,4.0
340,2016-02-04 19:43:28,7,6,4,7,2,6,1,6,6,7,4,7,2,7,5,2,4,5,5,1,4,2,7,5,2,3,7,5,7,6,7,6,2,7,3,6,4,6,6,4,Yes,5,Psychology,2.43,3.2,33,15.0,4.0,0.0,B.A.,A,PSY21500 section KL,Male,US citizen,19,Lower Sophomore,20.0,9,1.0,2,3,40,Yes,Democrat,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,No,3.0,1.0,I want to learn both,Yes,Expands my knowledge as a person,,4.0
341,2016-02-04 21:30:25,7,7,6,6,2,6,2,3,6,7,1,7,3,7,2,2,4,3,4,5,2,4,7,4,2,1,7,2,7,2,7,7,2,4,2,3,5,4,5,5,Yes,6,Psychology,2.5,3.2,12,15.0,3.0,2.0,B.S.,A,PSY 215 Section KL,Female,US citizen,20,Upper Junior,0.0,7:30AM,5.0,0,12,35,Yes,Independent,Latino/Hispanic,Spring 2016,"Hybrid class (partially online, partially in person)",Don't know,No,4.0,1.0,I know Excel but I want to learn SPSS,Yes,,,3.0
342,2016-02-04 22:03:27,7,7,5,3,2,4,1,4,7,5,2,7,3,6,2,1,6,4,6,6,1,4,7,4,1,3,7,3,7,5,6,5,2,4,3,4,6,5,6,4,Yes,5,Psychology,3.9,4.0,72,8.0,4.0,3.0,B.A.,A-,301 02,Female,US citizen,40,Lower Junior,40.0,7:00,4.0,9,6,45,No,Other,Other,Spring 2016,Fully online class,Don't know,Yes,3.0,2.0,I want to learn both,Yes,"Both are useful in the ""real"" world.",,4.0
343,2016-02-05 02:29:54,7,7,6,2,2,5,1,5,4,5,1,5,3,6,1,4,5,5,5,4,3,2,5,6,3,2,7,1,6,5,7,7,2,5,2,4,6,6,5,5,Yes,5,Psychology,3.1,3.5,102,13.0,0.0,2.0,B.S.,A,psy 215 KL3,Female,US citizen,21,Upper Junior,0.0,10,0.0,8,8,56,No,Democrat,Black (not Latino/Hispanic),Spring 2016,Large lecture class (more than 40 people),Yes,No,3.0,1.0,I want to learn both,Yes,Use in research,,0.0
344,2016-02-05 07:57:47,7,7,6,1,2,4,1,3,4,4,1,6,1,7,1,1,4,1,6,5,4,5,6,7,4,1,7,1,6,1,7,6,1,1,1,4,6,7,4,3,Yes,1,Psychology,2.3,3.2,Over 60,13.0,4.0,3.0,B.S.,A+,KL,Female,US citizen,21,Upper Senior,20.0,6:30-7 a.m.,5.0,1-2,4,56,Yes,Other,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,No,5.0,1.0,I know Excel but I want to learn SPSS,Yes,,,4.0
345,2016-02-05 16:49:21,6,6,4,7,5,3,5,5,5,6,3,2,4,5,7,4,1,5,4,4,4,2,5,6,4,3,7,6,3,4,7,5,3,7,5,4,6,6,4,3,Yes,4,Medicine/Pre-Medicine,3.5,3.2,45,17.0,4.0,3.0,B.S.,B+, PSY 21500 KL2,Female,US citizen,20,Upper Sophomore,10.0,5:30,0.0,30,7,50,Yes,Other,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Don't know,No,5.0,1.0,I know Excel but I want to learn SPSS,Yes,,,4.0
346,2016-02-05 18:53:16,7,7,7,7,7,1,1,5,7,7,4,7,3,7,7,7,3,7,7,7,1,3,7,7,1,7,7,6,7,5,6,5,1,5,7,7,1,1,7,5,Yes,7,Psychology,4.0,0.0,124,9.0,1.0,1.0,M.A.,B+,psy301-02,Female,US citizen,41,Master's Level,30.0,6:00 am,0.0,5,0,42,Yes,Other,Other,Spring 2016,Fully online class,Don't know,Yes,4.0,3.0,I want to learn both,Yes,There are many city agencies that require or prefer employees who know how to use SPSS.,,1.0
347,2016-02-05 20:57:53,6,6,4,5,4,4,1,4,4,6,1,5,1,6,2,1,3,2,4,5,2,4,5,5,1,2,7,1,5,4,6,4,1,4,4,4,6,6,5,4,Yes,4,Psychology,3.1,3.2,93,12.0,1.0,1.0,B.A.,A,301-02,Female,US citizen,27,Lower Senior,40.0,6 AM,3.0,10,0,45,No,Other,Latino/Hispanic,Spring 2016,Fully online class,No,Yes,4.0,1.0,I know Excel but I want to learn SPSS,Yes,Excel is good to analyze data and organize it also,,1.0
348,2016-02-06 02:57:56,7,7,4,4,4,4,2,5,4,4,4,5,4,7,4,6,2,4,4,4,5,2,6,6,4,4,7,4,6,5,5,5,4,5,4,4,4,4,3,3,Yes,3,Psychology,2.6,3.2,93,15.0,4.0,2.0,B.A.,B,Statistical Methods - PSY 301,Female,US citizen,23,Lower Senior,20.0,10am,5.0,not much at all,5 or less ,42,No,Other,Other,Spring 2015,Fully online class,Don't know,No,3.0,1.0,I know Excel but I want to learn SPSS,Yes,,,4.0
349,2016-02-06 17:02:10,7,7,7,2,1,4,1,4,2,4,1,5,2,7,1,1,5,2,7,7,1,3,7,5,1,1,7,1,7,3,7,7,1,5,1,1,7,6,5,5,Yes,7,Psychology,3.2,2.9,102,12.0,5.0,1.0,B.A.,A,PSY 301 Section 02,Female,US citizen,22,Lower Senior,35.0,7am,7.0,4,15,42,No,Other,White,Spring 2016,Fully online class,Don't know,Yes,4.0,1.0,I know Excel but I want to learn SPSS,Yes,Both are very useful for work,,5.0
350,2016-02-06 17:48:37,7,7,2,7,4,1,2,7,2,4,7,2,5,7,7,3,4,7,1,4,2,1,4,7,2,3,7,7,1,7,3,3,2,7,7,7,5,5,3,1,Yes,1,Psychology,4.0,3.2,0,6.0,4.0,3.0,M.A.,A+,PSY 301 02,Female,US citizen,33,Master's Level,50.0,5am,3.0,1,2,49,No,Democrat,White,Spring 2015,Fully online class,Don't know,No,3.0,1.0,I want to learn both,Yes,Excel is awesome and I would love to know more. I tried SPSS briefly in my undergrad class and was totally lost. I think there should be a LIVE Webex training if we have to use it.,,4.0
351,2016-02-06 22:43:13,7,7,4,4,4,2,3,6,6,5,5,5,4,6,5,3,5,7,4,5,5,2,5,7,3,5,7,7,5,7,7,5,1,4,4,5,4,4,5,4,Yes,2,Psychology,2.9,2.4,93,6.0,8.0,1.0,B.A.,A,PSY 301 01[57691,Female,US citizen,34,Upper Junior,40.0,5am,0.0,4,0,35,Yes,Other,Other,Spring 2016,Fully online class,Don't know,Yes,3.0,1.0,I want to learn both,Yes,Learning any new skill is beneficial. ,,8.0
352,2016-02-06 23:30:38,6,7,4,6,5,5,1,5,4,5,2,5,2,6,4,3,2,7,4,4,3,2,5,6,2,3,7,6,4,4,5,5,3,6,5,5,3,4,5,4,Yes,3,Psychology,2.5,3.2,77,14.0,3.0,2.0,B.A.,B,PSY215-KL3,Female,US citizen,22,Upper Junior,26.0,8:30,,15-20,2,42,Yes,Democrat,White,Spring 2016,Large lecture class (more than 40 people),Don't know,No,3.0,1.0,I want to learn both,Yes,,,3.0
353,2016-02-07 14:16:30,7,7,5,6,2,5,2,5,7,6,1,6,1,6,5,2,6,2,5,5,1,2,5,4,4,2,6,3,5,3,6,6,2,3,3,2,7,7,5,5,Yes,5,Psychology,3.3,3.28,114,12.0,2.0,2.0,B.A.,A,PSY 301 02,Female,US citizen,28,Lower Senior,40.0,6:45,2.0,14,1,49,No,Democrat,Latino/Hispanic,Spring 2016,Fully online class,Don't know,No,5.0,3.0,I know SPSS but I want to learn Excel,Yes,It helps to translate statistical data into true statements.,,2.0
354,2016-02-08 15:58:35,7,7,6,2,1,6,1,3,6,7,1,6,2,7,5,1,7,4,5,6,3,4,6,6,1,1,7,2,6,3,7,7,1,6,3,6,5,5,7,4,Yes,5,Economic,2.2,2.2,52,17.0,4.0,2.0,B.A.,A,PSY 21500 KL2,Male,US citizen,22,Lower Junior,20.0,9,0.0,0,24,60,Yes,Democrat,Asian,Spring 2016,"Hybrid class (partially online, partially in person)",Yes,No,3.0,1.0,I want to learn both,Yes,Any form of knowledge that can be applicable to the real world is considered a benefit in my perspective. ,,4.0
355,2016-02-08 18:26:26,7,7,7,3,2,4,1,2,6,7,1,7,1,7,1,1,5,2,7,7,2,3,7,7,2,1,7,3,7,4,7,7,1,4,3,5,7,7,5,4,Don't know,5,Psychology,3.2,3.2,45,14.0,4.0,4.0,B.S.,A,21500 KL3,Male,Other,20,Upper Sophomore,27.0,7 am,4.0,2,4,52,Yes,Democrat,White,Spring 2016,Large lecture class (more than 40 people),Don't know,No,3.0,1.0,I want to learn both,Yes,it makes calculations of huge properites easier,,4.0
356,2016-02-09 12:30:31,7,7,7,4,6,4,1,5,7,7,1,7,1,7,1,1,6,4,7,7,1,3,7,7,1,6,7,5,7,5,7,7,1,7,2,5,6,6,7,3,Yes,6,Psychology,3.1,3.1,100,9.0,9.0,4.0,B.A.,B,PSY 301,Female,US citizen,24,Lower Senior,35.0,7:30 AM,,2-3 HOURS,ABOUT 5 HOURS,42 HOURS,Yes,Other,White,Spring 2016,Fully online class,Yes,Yes,4.0,1.0,I know Excel but I want to learn SPSS,Yes,Excel is a great tool used to organize your data. There are also many great features in excel which can help to calculate various aspects in accordance with with your data. ,,9.0
357,2016-02-09 14:55:55,7,7,4,3,2,4,3,3,5,4,1,4,4,7,3,3,2,4,4,4,3,2,6,5,2,1,7,4,5,4,6,6,4,5,2,2,5,5,6,5,Yes,4,Psychology,3.0,3.7,50,13.0,4.0,2.0,B.S.,A,Kl3,Female,Other,20,Lower Junior,0.0,8,0.0,2-3,4,42,Yes,Democrat,White,Spring 2016,Large lecture class (more than 40 people),Yes,No,3.0,2.0,I want to learn both,Yes,Excel is the key to understanding statistics ,,4.0
358,2016-02-09 18:16:55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,Don't know,4,Psychology,2.2,2.2,24,18.0,3.0,2.0,B.S.,A-,KL3,Male,US citizen,19,Lower Sophomore,20.0,7AM,30.0,3,12,42,Yes,Democrat,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,Yes,4.0,1.0,I know Excel but I want to learn SPSS,Yes,Knowing both can help me in my career.,,3.0
359,2016-02-09 21:26:13,7,7,6,6,6,6,1,4,4,5,2,3,1,7,3,4,2,2,5,5,5,2,5,6,3,4,7,4,5,2,7,7,2,4,3,6,6,6,2,4,Yes,6,Psychology,3.8,3.9,39,16.0,5.0,1.0,B.S.,A-,Psy 215 KL,Female,US citizen,25,Lower Sophomore,20.0,800,,6 hours,0,34,Yes,Other,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,No,3.0,1.0,I want to learn both,Yes,Everything is now electronic,,5.0
360,2016-02-14 23:30:28,6,5,5,4,4,4,3,4,4,3,4,4,2,5,2,4,3,4,4,4,3,4,4,3,4,4,7,4,5,4,6,5,3,3,4,4,5,5,7,5,Yes,4,Biology,2.4,2.7,68,14.0,4.0,2.0,B.S.,A+,KL2,Male,US citizen,20,Lower Junior,0.0,7,1.0,2,10,38,Yes,Democrat,Latino/Hispanic,Spring 2016,Large lecture class (more than 40 people),Yes,No,3.0,1.0,I know Excel but I want to learn SPSS,Yes,In case i run into a situation where i need to use Excel or SPSS,,4.0
361,2016-02-15 20:50:12,7,7,5,5,4,3,2,5,5,4,2,5,4,5,5,4,4,6,5,5,4,4,6,6,4,6,6,6,6,5,7,7,4,4,5,5,4,3,6,3,Yes,5,Psychology,2.5,2.5,33,13.0,6.0,2.0,B.A.,A,Stats 21500 Section KL ,Female,US citizen,20,Upper Sophomore,18.0,7,4.0,4,7,49,No,Democrat,Latino/Hispanic,Spring 2015,Large lecture class (more than 40 people),Yes,No,3.0,2.0,I want to learn both,Yes,It would help make things easier when dealing with numbers and lists,,6.0
362,2016-02-18 14:21:16,7,7,7,7,6,7,1,4,7,7,1,7,1,7,1,1,7,1,7,7,1,1,7,7,1,1,7,1,7,1,7,7,1,5,1,7,7,7,5,5,Yes,4,Psychology,2.5,2.5,105,10.0,3.0,3.0,B.A.,A,Psy 215 KL,Female,US citizen,48,Upper Senior,0.0,5:30 am,0.0,12,0,56,No,Democrat,Latino/Hispanic,Spring 2015,Large lecture class (more than 40 people),Yes,Yes,1.0,1.0,I already know both,Yes,employment,,3.0
363,2016-03-07 07:56:26,7,7,6,1,1,7,3,1,6,6,1,4,2,6,1,4,4,1,5,6,1,4,6,3,3,1,7,1,6,3,7,7,4,4,1,2,6,7,5,5,Yes,3,Psychology,3.0,3.0,60,15.0,2.0,3.0,B.S.,A+,"Spring 2016 Applied Statistics PSY 21500, KL",Female,US citizen,21,Upper Sophomore,5.0,7,2.0,5,5,49,Yes,Other,White,Spring 2016,Large lecture class (more than 40 people),No,No,3.0,1.0,I want to learn both,Yes,its required for the stat class ,,2.0
364,2016-06-06 10:26:12,7,7,7,4,5,2,1,1,5,7,5,7,1,7,6,1,1,4,5,2,4,4,7,7,1,4,7,4,7,7,7,4,1,4,5,4,7,4,7,5,Yes,7,Psychology,2.9,2.9,110,6.0,3.0,3.0,B.S.,B+,PSY 301-01 LEC (8203),Female,US citizen,33,Upper Senior,40.0,6,2.0,1,3,35,Yes,Other,Latino/Hispanic,Spring 2016,Fully online class,Yes,Yes,1.0,1.0,I want to learn both,Yes,to organize stats. ,,3.0
365,2016-06-06 12:20:34,7,7,4,6,4,4,3,4,4,4,3,4,2,5,4,4,3,2,4,4,4,3,5,6,3,2,6,5,4,2,7,6,3,5,3,2,5,5,4,4,Yes,2,Psychology,3.2,3.2,102,3.0,4.0,2.0,B.A.,B+,PSY 301 01,Female,US citizen,26,Lower Senior,20.0,9:00 am ,,3 hours,"I work with friends! Outside of work, 10 hours a week. ",56-60 hours,Yes,Other,Other,Spring 2016,Fully online class,Don't know,No,2.0,1.0,I want to learn both,Yes,"The more knowledge, the better! ",,4.0
366,2016-06-06 13:30:17,7,7,3,5,4,4,4,4,5,4,3,4,4,7,4,6,4,5,4,4,4,4,4,4,5,5,5,6,4,4,5,5,4,4,4,4,2,2,2,3,Yes,2,Psychology,3.342,3.2,I do not know,6.0,4.0,2.0,B.A.,B,Psychology 30101-  Statistical Methods,Female,US citizen,33,Lower Senior,20.0,6:45,0.0,10-15,6,7,Yes,Democrat,Latino/Hispanic,Spring 2016,Fully online class,Yes,No,4.0,1.0,I know Excel but I want to learn SPSS,Yes,yes,,4.0
367,2016-06-06 23:17:16,7,7,3,5,5,1,4,6,2,2,5,3,3,7,2,6,2,7,3,1,2,1,2,7,5,7,7,7,2,7,5,5,5,7,6,2,7,6,3,1,Yes,1,Psychology,3.477,3.412,102,3.0,4.0,2.0,B.A.,B,PSY 301-01 [8203],Female,US citizen,22,Upper Junior,40.0,6:00 AM,0.0,6,6,40,Yes,Other,Latino/Hispanic,Spring 2016,Fully online class,Don't know,Yes,2.0,1.0,I want to learn both,Yes,It would probably be good to use in the work place,,4.0
